time,ant,ejb,jpa,log4j,slf4j,guava,mockito,easymock,logback,jodatime,# osgi stuff,osgi,osgi-bundle,apache-felix,equinox,knopflerfish,jboss,cxf,apache-karaf,karaf,glassfish,bnd,aries,eclipse-gemini,eclipse-ecf,amdatu,pax-web,pax,aiolos,junit,junit4,# spring parts,spring,spring-mvc,spring-boot,spring-io,spring-xd,spring-cloud,spring-data,spring-batch,spring-security,spring-integration,spring hateoas,spring-social,spring-amqp,spring-webflow,# application servers,tomcat,jsp,jetty,jonas,geronimo,jboss-as-7,tomee,resin,weblogic,websphere,# apache commons,apache-commons-daemon,apache-commons-dateutils,apache-commons-dbcp,apache-commons-dbutils,apache-commons-digester,apache-commons-email,apache-commons-exec,apache-commons-fileupload,apache-commons-httpclient,apache-commons-io,apache-commons-jci,apache-commons-lang,apache-commons-lang3,apache-commons-logging,apache-commons-math,apache-commons-net,apache-commons-pool,apache-commons-scxml,apache-commons-vfs,apache-commons-csv,apache-commons,apache-commons-beanutils,apache-commons-cli,apache-commons-codec,apache-commons-collection,apache-commons-compress,apache-commons-config
2008-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-08-07,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-08-14,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-08-21,4,,,,,,,,,,,2,,,,,1,1,,,,,,,,,,,,2,,,3,,,,,,,,,,,,,,,3,2,,,,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-08-28,6,1,,1,,,,,,,,3,,,,,1,1,,,,,,,,,,,,2,,,4,,,,,,,,,,,,,,,6,4,,,,,,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-04,7,1,1,2,,,,,,,,4,,,,,2,1,,,,,,,,,,,,4,,,6,,,,,,,,,,,,,,,6,8,,,,,,1,1,6,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2008-09-11,12,1,2,3,,,,,,,,4,,,,,4,2,,,,,,,,,,,,6,,,8,,,,,,,,,,,,,,,11,12,,,,,,1,3,6,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2008-09-18,21,3,8,8,,,,1,,,,5,,,,,6,2,,,1,,,,,,,,,10,,,17,,,,,,,,,,,,,2,,26,21,2,,,,,1,3,12,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2008-09-25,25,8,13,8,,,,2,,,,6,,,,,15,2,,,3,,,,1,,,,,17,,,35,,,,,,,,1,,,,,3,,46,36,6,,,,,1,5,12,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2008-10-02,34,15,18,12,,,,2,,,,6,,,,,17,3,,,7,,,,1,,,,,21,1,,45,3,,,,,,,2,,,,,3,,64,55,6,,1,,,2,7,18,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2008-10-09,47,18,26,16,,,,2,2,,,7,,,,,20,3,,,9,,,,1,,,,,29,1,,59,6,,,,,,,3,,,,,4,,75,65,7,,1,,,2,8,22,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2008-10-16,54,19,29,19,,,,2,2,,,8,,,,,26,3,,,9,,,,1,,,,,37,1,,64,6,,,,,,,3,,,,,4,,86,77,8,,2,,,2,9,25,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
2008-10-23,59,20,33,22,,,,2,2,,,9,,,,,34,3,,,10,,,,1,,,,,41,1,,75,6,,,,,,,4,,,,,5,,96,94,8,,2,,,2,9,27,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,
2008-10-30,71,21,35,22,,,,2,2,,,9,,,,,38,3,,,10,,,,1,,,,,44,1,,90,8,,,,,,,5,,,,,6,,104,112,8,,2,,,2,11,31,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,
2008-11-06,77,24,39,22,,,,2,2,,,10,,,,,43,3,,,10,,,,1,,,,,52,1,,99,8,,,,,,,5,,,,,6,,110,122,10,,2,,,2,12,33,,,,,,,,,2,2,,,,,,,,,,1,,,,,,,,
2008-11-13,82,25,45,24,,,,2,2,,,11,,,,,48,3,,,11,,,,1,,,,,54,1,,105,10,,,,,,,6,,,,,6,,115,135,11,,2,,,2,13,36,,,,1,,,,,2,2,,,,,,,,,,1,,,,,,,,
2008-11-20,89,25,48,26,,,,2,2,1,,12,,,,,49,4,,,11,,,,1,,,,,56,2,,115,10,,,,,,,6,1,,,,7,,120,151,12,,2,,,2,15,42,,,,1,,,,,2,2,,,,,,,,,,1,,1,,,,,,
2008-11-27,96,27,56,28,,,,2,2,1,,13,,1,,,55,4,,,11,,,,1,,,,,60,2,,121,10,,,,,,,6,1,,,,7,,128,160,12,,2,,,2,16,45,,,,1,,,,,2,2,,,,,,,,,,1,,1,,,,,,
2008-12-04,98,28,61,28,,,,2,2,1,,13,,1,,,56,4,,,12,,,,1,,,,,67,2,,133,11,,,,,,,6,1,,,,8,,135,174,13,,2,,,2,18,47,,,,1,,,,,2,3,,,,,,,,,,1,,1,,,,,,
2008-12-11,106,31,67,30,1,,,2,3,1,,13,,1,,,60,4,,,14,,,,1,,,,,69,2,,139,12,,,,,,,6,2,,,,8,,144,189,13,,3,,,2,18,49,,,,1,,,,,2,3,,,,,,,,,,1,,2,,,,,,
2008-12-18,110,31,69,31,1,,,3,3,3,,16,,1,,,61,4,,,14,,,,1,,,,,71,2,,146,13,,,,,,,7,2,,,,8,,157,201,13,,3,,,2,20,52,,,,1,,,,,2,3,,,,,,,,,,1,,2,,,,,,
2008-12-25,111,31,74,32,1,,,3,3,3,,18,,1,,,63,4,,,16,,,,1,,,,,72,2,,153,16,,,,,,,7,2,,,,9,,161,211,14,,3,,,2,20,53,,,,1,,,,,2,3,,,,,,,,,,1,,3,,,,,,
2009-01-01,114,32,76,32,1,,,3,3,3,,18,,1,,,64,4,,,17,,,,1,,,,,74,3,,156,16,,,,,,,7,2,,,,9,,164,218,15,,3,,,3,20,53,,,,1,,,,,2,3,,,,,,,,,,1,,3,,,,,,
2009-01-08,117,32,82,34,1,,,3,3,3,,19,,1,,,68,4,,,17,,,,1,,,,,78,3,,162,17,,,,,,,7,2,,,,9,,170,223,15,,3,,,3,20,54,,,,1,,,,,2,3,,,,,,,,,,1,,3,,,,,,
2009-01-15,127,34,86,35,1,,,3,3,3,,20,,2,,,68,5,,,19,,,,1,,,,,87,3,,180,18,,,,,,,7,2,,,,10,,180,232,15,,3,,,3,21,57,,,,1,,1,,,2,3,,,,,,,,,,1,,3,,,,,,
2009-01-22,134,36,99,39,2,,,5,3,3,,22,,3,,,72,6,,,22,,,,1,,,,,94,4,,193,19,,,,,,,9,2,,,,10,,188,242,15,,3,,,3,21,59,,,,1,,1,,,2,4,,,,,,,,,,1,,4,,,,,,
2009-01-29,140,36,105,43,3,,,5,3,3,,23,,3,,,77,6,,,23,,,,1,,,,,97,4,,202,20,,,,,,,9,2,,,,11,,201,251,16,,3,,,4,21,60,,,,1,,1,,,2,4,,,,,,,,,,1,,6,,,,,,
2009-02-05,146,38,110,46,3,,1,5,3,3,,24,,3,,,85,6,,,25,,,,1,,,,,102,4,,213,22,,,,,,,10,2,,,,11,,208,258,18,,3,,,4,21,63,,,,2,,1,,,2,4,,,,,,,,,,1,,7,,,,,,
2009-02-12,158,40,113,47,3,,1,5,3,3,,26,,3,,,94,6,,,32,,,,1,,,,,111,4,,229,24,,,,,,,13,2,,,,11,,217,275,20,,3,,,4,23,66,,,,4,,2,,,2,4,,,,,,,,,,1,,7,,,,,,
2009-02-19,164,42,119,51,3,,1,5,3,3,,28,,3,,,100,7,,,37,,,,1,,,,,114,4,,244,25,,,,,,,17,2,,,,11,,225,290,21,,3,,,4,25,67,,,,4,,2,,,2,4,,,,,,,,,,1,,7,,,,,,
2009-02-26,169,45,128,59,3,,1,7,3,4,,29,,3,,,106,8,,,39,,,,1,,,,,117,4,,255,29,,,,,,,18,2,,,,11,,237,300,22,,4,,,4,31,70,,,,4,,2,,,2,4,,,,,,,,,,1,,7,,,,1,,
2009-03-05,179,46,133,59,3,,1,7,3,6,,30,,3,,,111,8,,,42,,,,1,,,,,121,4,,265,30,,,,,,,18,2,,,,11,,247,310,25,,4,,,4,34,72,,,,4,,2,,,2,4,,,1,,,,,,,1,,7,,,,1,,
2009-03-12,194,50,134,62,3,,2,9,3,6,,31,,3,,,119,8,,,44,,,,1,,,,,128,5,,278,32,,,,,,,22,2,,,,11,,259,323,26,,4,,,4,37,74,,,,4,,2,,,2,5,,,1,,,,,,,1,,8,1,,,1,,
2009-03-19,208,53,142,62,3,,2,9,3,6,,33,,4,,,131,10,,,49,,,,1,,,,,131,6,,283,32,,,,,,,22,2,,,,12,,268,341,28,,4,,,4,39,75,,,,4,,2,,,2,5,,,1,,,,,,,1,,9,1,,,1,,
2009-03-26,222,56,155,62,3,,2,9,3,6,,36,,4,,,138,10,,,50,,,,1,,,,,142,7,,294,34,,,,,,,22,2,,,,12,,278,357,29,,4,,,6,40,76,,,,4,,2,,,2,5,,,1,,,,,,,1,,9,1,,,1,,
2009-04-02,235,58,164,66,3,,2,10,3,6,,42,,4,2,,147,13,,,51,,,,1,,,,,143,9,,307,36,,,,,,,24,2,,,,12,,288,368,30,,4,,,6,41,79,,,,4,,2,,,2,5,,,1,,,,,,,1,,9,1,,,1,,
2009-04-09,242,61,171,69,3,,2,10,3,6,,44,,4,3,,155,13,,,54,,,,1,,,,,143,9,,317,40,,,,,,,25,2,,,,12,,312,382,32,,4,,,6,44,80,,,,4,,2,,,2,5,,,1,,,,,,,1,,9,1,,,1,,
2009-04-16,250,63,177,72,3,2,2,10,3,6,,45,,4,3,,160,13,,,56,,,,1,,,,,151,9,,331,42,,,,,,,25,2,,,,12,,321,395,34,,4,,,6,46,80,,,,4,,2,,,2,5,,,1,,,,,,,1,,9,1,,,1,,
2009-04-23,263,66,186,77,3,2,2,10,3,6,,46,,4,3,,164,13,,,58,,,,1,,,,,157,9,,347,46,,,,,,,25,2,,,,12,,335,412,36,,4,,,7,49,81,,,,4,,2,,,2,5,,,1,,,,,,,1,,9,1,,,2,,
2009-04-30,271,66,199,83,4,2,2,10,3,6,,49,,5,3,,169,15,,,58,,,,1,,,,,159,9,,369,53,,,,,,,27,3,,,,15,,350,427,38,,4,,,7,53,84,,,,4,,2,,,2,6,,,1,,,,,,,1,,9,1,,,2,,
2009-05-07,280,69,214,85,4,3,3,10,3,6,,49,,5,3,,176,18,,,60,,,,1,,,,,165,9,,391,57,,,,,,,29,3,,,,15,,359,459,42,,4,,,8,54,88,,,,4,,2,,,2,6,,,1,,,,,,,1,,10,1,,,2,,
2009-05-14,299,71,225,91,4,3,3,11,4,7,,52,,5,4,,184,18,,,61,,,,1,,,,,170,10,,417,62,,,,,,,29,3,,,,15,,380,481,45,,4,,,8,55,89,,,,4,,2,1,,2,6,,,1,,,,,,,1,,10,1,,,2,,
2009-05-21,314,73,241,96,6,4,3,11,4,7,,54,,5,4,,190,20,,,62,,,,1,,,,,176,10,,455,74,,,,,,,31,3,,,,16,,390,501,45,,4,,,8,58,95,,,,4,,2,1,,2,6,,,1,,1,,,,,1,,11,1,,,2,,
2009-05-28,329,76,249,102,6,4,3,11,4,8,,58,,5,4,,199,21,,,64,,,,1,,,,,182,10,,479,80,,,,,,,35,3,,,,16,,399,518,46,,4,,,10,60,102,,,,5,,2,1,,2,6,1,,1,,1,,,,,1,,11,1,,,2,,
2009-06-04,344,77,263,107,7,4,3,12,5,8,,62,,5,4,,211,21,,,67,,,,1,,,,,186,10,,497,87,,,,,,,39,3,,,,16,,411,535,48,,4,,,10,63,106,,,,5,,2,1,,2,6,1,,1,,2,,,,,1,,11,1,,,2,,
2009-06-11,358,78,269,114,8,4,3,12,6,8,,63,,5,4,,219,22,,,70,,,,1,,,,,195,10,,529,91,,,,,,,43,3,,,,16,,427,553,52,,4,,,10,68,107,,,,6,,3,1,,2,6,1,,1,,3,,,,,1,,12,3,,,2,,
2009-06-18,368,79,279,118,8,4,3,12,6,9,,64,,5,4,,225,24,,,72,,,,1,,,,,201,10,,553,95,,,,,,,46,3,,,,20,,449,572,55,,4,,,10,72,118,,,,6,,4,1,,2,6,1,,1,,4,,,,,1,,12,3,,,2,,
2009-06-25,385,83,291,122,8,4,3,12,6,9,,65,,6,4,,245,24,,,74,,,,1,,,,,206,10,,580,100,,,,,,,48,3,,,,22,,470,592,59,,4,,,11,80,121,,,,6,,4,1,,2,6,1,,1,,4,,,,,1,,12,4,,,2,,
2009-07-02,397,85,302,126,8,5,3,12,7,12,,69,,7,6,,255,24,,,76,,,,1,,,,,212,12,,605,107,,,,,,,50,3,,,,23,,488,613,62,,4,,,12,83,127,,,,7,,4,1,,3,6,1,,1,,4,,,,,1,,12,4,,,2,,
2009-07-09,409,86,317,128,8,5,5,12,7,12,,75,,8,7,,265,24,,,77,,,,1,,,,,221,13,,629,111,,,,,,,50,3,,,,24,,507,635,64,,4,,,12,83,132,,,,8,,4,1,,3,6,1,,1,,4,,,,,1,,13,4,,,2,,
2009-07-16,420,87,333,129,8,5,5,13,7,12,,76,,9,8,,273,26,,,80,,,,1,,,,,232,13,,656,114,,,,,,,52,3,,,,24,,525,654,66,,4,,,12,87,136,,,,8,,4,1,,4,6,1,,1,,4,,1,,,2,,14,4,,,2,,
2009-07-23,441,92,341,134,8,5,6,13,7,12,,78,,10,8,,287,27,,,86,,,,1,,,,,244,15,,677,114,,,,,,,56,3,,,,24,,553,671,69,,4,,,12,89,142,,,,9,,4,1,,5,6,1,,1,,4,,1,,,2,,16,4,,,2,,
2009-07-30,461,95,348,139,8,5,6,14,7,13,,80,,11,9,,293,27,,,89,,,,1,,,,,253,18,,714,121,,,,,,,60,3,,,,24,,581,693,73,,4,,,12,92,150,,,,9,,4,1,,5,6,1,,1,,4,,1,,,2,,17,4,,,2,,
2009-08-06,474,95,364,142,8,5,6,15,7,14,,87,,13,9,,308,29,,,94,,,,1,,,,,264,20,,740,129,,,,,,,61,3,,,,25,,607,716,74,,4,,,14,97,151,,,,10,,4,1,,5,6,1,,1,,4,,1,,,2,,17,4,,,2,,
2009-08-13,488,99,369,157,9,5,6,16,7,15,,93,,15,10,,319,30,,,96,,,,1,,,,,270,21,,767,139,,,,,,,61,3,,,,25,,619,736,76,,4,,,15,99,158,,,,10,,4,1,,5,6,1,,1,,4,,1,,,2,,17,4,,,2,,
2009-08-20,499,99,383,163,9,5,6,17,7,15,,97,,17,10,,331,30,,,101,,,,1,,,,,277,21,,788,142,,,,,,,64,3,,,,25,,644,755,79,,4,,,15,104,160,,,,10,,4,1,,5,7,1,,1,,5,,1,,,2,,18,4,,,2,,
2009-08-27,506,102,398,169,9,6,6,17,7,18,,100,1,17,10,,343,31,,,105,,,,1,,,,,282,21,,809,146,,,,,,,68,4,,,,25,,666,779,81,,5,,,16,109,165,,,,10,,4,1,,5,7,1,,1,,5,,1,,,2,,19,6,,,2,,
2009-09-03,517,108,418,178,9,6,6,17,7,18,,105,1,17,10,,355,31,,,110,,,,1,,,,,286,22,,832,153,,,,,,,68,5,,,,25,,676,801,86,,5,,,16,112,173,,,,10,,5,1,,5,7,1,,1,,5,,1,,,3,,22,7,,,2,,
2009-09-10,531,113,432,184,9,6,6,17,7,18,,110,1,17,10,,369,33,,,114,,,,1,,,,,294,22,,855,161,,,,,,,71,5,,,,25,,694,826,87,,5,,,17,116,174,,,,10,,5,1,,5,8,1,,1,,5,,1,,,3,,23,7,,,2,,
2009-09-17,542,115,440,191,9,6,7,17,7,18,,116,1,17,12,,381,37,,,117,,,,1,,,,,300,22,,873,166,,,,,,1,71,7,,,,25,,714,847,90,,6,,,17,118,180,,,,11,,5,1,,5,9,1,,1,,5,,1,,,3,,26,7,,,2,,
2009-09-24,554,119,453,193,9,7,8,17,7,19,,120,1,17,15,,392,37,,,121,,,,1,,,,,303,22,,906,175,,,,,,1,73,7,,,,25,,744,869,94,,6,,,18,121,184,,,,11,,5,1,,5,10,1,,1,,5,,1,,,3,,28,7,,,2,,
2009-10-01,570,123,461,198,9,7,8,18,7,22,,126,1,17,17,,400,40,,,124,,,,1,,,,,315,22,,941,183,,,,,,1,76,7,,,,25,,766,898,95,,6,,,18,130,185,,,,12,,5,1,,6,10,1,,1,,6,,1,,,4,,28,7,,,2,,
2009-10-08,577,129,466,208,9,8,8,18,8,23,,131,1,17,19,,410,41,,,131,,,,1,,,,,324,22,,972,191,,,,,,1,77,7,,,,25,,784,917,99,,6,,,19,132,187,,,,12,,6,1,,6,10,1,,1,,7,,1,,,4,,28,7,,,2,,
2009-10-15,600,133,477,211,10,8,9,18,8,23,,139,1,17,20,,420,43,,,135,,,,1,,,,,330,25,,1000,198,,,,,,2,79,7,,,,25,,809,937,103,,6,,,20,134,189,,,,12,,6,1,,6,10,1,,1,,8,,1,,,4,,28,7,,,2,,
2009-10-22,619,141,492,217,10,9,9,19,8,23,,146,1,18,20,,442,46,,,139,,,,1,,,,,336,26,,1041,205,,,,,,2,83,7,,,,27,,823,957,109,,6,,,20,138,190,,,,13,,6,1,,6,10,1,,1,,9,,1,,,4,,29,7,,,2,,
2009-10-29,635,145,504,220,10,10,9,19,8,25,,150,1,19,20,,452,49,1,,146,,,,1,,,,,340,26,,1081,209,,,,,,3,97,7,,,,28,,841,983,110,,7,,,21,150,192,,,,13,,7,2,,6,11,1,,1,,9,,1,,,4,,31,7,,,2,,
2009-11-05,642,148,517,225,10,10,10,20,8,25,,152,1,19,20,,471,49,1,,149,,,,1,,,,,350,31,,1114,220,,,,,,4,101,8,,,,29,,864,1004,115,,7,,,22,155,193,,,,13,,8,2,,6,11,1,,1,,9,,1,,,4,,31,7,,,2,,
2009-11-12,654,152,526,231,11,11,10,20,8,29,,155,1,19,21,,482,52,1,,157,,,,1,,,,,365,33,,1157,228,,,,,,4,107,9,,,,32,,877,1026,119,,7,,,22,159,198,,1,,13,,9,2,,7,11,1,,1,,9,,1,,,4,,34,7,,,2,,
2009-11-19,671,160,538,238,11,11,11,20,8,31,,159,1,19,21,,497,58,1,,159,,,,1,,,,,375,33,,1190,233,,,,,,4,110,10,,,,32,,907,1058,126,,7,,,23,161,199,,1,,13,,9,2,,8,12,1,,1,,9,,2,,,4,,36,7,,,2,,
2009-11-26,691,162,553,248,12,11,13,21,9,32,,160,1,19,21,,514,61,1,,164,,,,1,,,,,385,35,,1213,237,,,,,,4,118,10,,,,33,,938,1090,130,,7,,,24,165,205,,1,,13,,9,3,,8,12,1,,1,,9,,2,,,4,,39,7,,,2,,
2009-12-03,701,163,570,255,12,14,13,22,9,33,,167,1,19,21,,521,62,1,,168,,,,1,,,,,397,36,,1251,241,,,,,,5,127,10,,,,34,,962,1116,132,,7,,,24,167,209,,1,,13,,9,4,,8,12,1,,1,,9,,2,,,4,,41,8,1,,2,,
2009-12-10,717,164,595,258,12,14,13,22,9,34,,176,1,19,23,,533,63,1,,176,,,,1,,,,,405,38,,1295,249,,,,,,5,130,11,,,,37,,981,1138,136,,9,,,24,174,210,,1,,14,,9,4,,8,12,1,,1,,9,,2,,,4,,42,8,1,,2,,
2009-12-17,728,166,613,262,13,14,13,22,9,35,,180,1,21,24,,547,64,1,,185,,,,1,,,,,413,38,,1327,256,,,,,,5,130,11,,,,40,,1004,1175,143,,9,,,24,179,219,,1,,15,,9,4,,8,13,1,,1,,9,,2,,,4,,43,8,1,,2,,
2009-12-24,747,169,633,266,14,14,13,23,10,37,,182,1,21,24,,555,68,1,,191,,,,1,,,,,421,39,,1357,267,,,,,,5,134,11,,,,43,,1019,1204,145,,9,,,24,185,221,,1,,15,,9,4,,9,13,1,,1,,9,,2,1,,4,,45,8,1,,2,,
2009-12-31,755,172,649,270,14,15,14,24,11,37,,185,1,21,24,,573,68,1,,193,,,,1,,,,,428,39,,1391,273,,,,,,5,137,11,,,,44,,1026,1223,147,,9,,,24,185,222,,1,,15,,9,4,,9,13,1,,1,,9,,2,1,,4,,46,8,1,,2,,
2010-01-07,763,177,664,273,14,17,14,25,14,38,,189,1,22,25,,582,69,1,,194,,,,1,,,,,430,40,,1424,277,,,,,,5,145,11,,,,44,,1041,1247,148,,9,,,25,193,223,,2,,15,,9,4,,9,13,1,,1,,9,,2,1,,4,,47,8,1,,2,,
2010-01-14,780,179,687,282,16,22,15,25,14,39,,192,1,22,25,,602,69,1,,204,,,,2,,,,,440,41,,1468,290,,,,,,5,151,11,,,,47,,1060,1287,151,,9,,,25,200,231,,2,,15,,9,4,,9,15,1,,1,,9,,2,1,,4,,48,8,1,1,2,,
2010-01-21,794,181,712,289,18,26,15,25,15,40,,195,1,22,25,,612,73,1,,213,,,,2,,,,,447,42,,1531,307,,,,,,6,157,11,,,,51,,1082,1329,156,,10,,,25,209,233,,2,,15,,9,4,,11,16,1,,1,,9,,2,1,,4,,51,8,1,1,2,,
2010-01-28,809,183,729,299,18,30,15,27,15,41,,198,1,22,26,,630,74,1,,224,,,,2,,,,,453,44,,1586,325,,,,,,7,168,11,,,,52,,1106,1364,161,,10,,,26,214,237,,2,,15,,9,5,,11,16,2,,2,,10,,2,1,,4,,55,8,1,1,2,,
2010-02-04,830,189,750,304,18,34,15,28,15,45,,199,1,22,26,,654,75,1,,235,,,,2,,,,,462,47,,1639,340,,,,,,7,178,11,,,,53,,1130,1405,167,,10,,,26,219,243,,2,,15,,9,5,,11,16,2,,2,,10,,2,1,,4,,57,8,1,1,2,,
2010-02-11,846,193,774,308,18,36,15,28,15,48,,206,1,22,27,,669,80,1,,244,,,,2,,,,,475,48,,1713,362,,,,,,7,190,12,,,,54,,1159,1446,170,,10,,,26,221,247,,2,,15,,9,5,,11,19,2,1,2,,10,,2,1,,5,,59,8,1,1,2,,
2010-02-18,867,197,802,314,18,40,16,29,15,49,,208,1,22,27,,681,86,1,,248,,,,2,,,,,487,50,,1773,382,,,,,,7,199,12,,,,56,,1189,1486,176,,10,,,27,227,251,,2,,15,,9,5,,11,19,2,1,2,,10,,2,1,,5,,61,8,1,1,2,,
2010-02-25,887,200,828,324,18,43,17,30,15,50,,208,1,22,27,,695,86,1,,259,,,,3,,,,,502,54,,1829,402,,,,,,9,207,12,,,,56,,1213,1515,180,,10,,,29,229,253,,2,,15,,9,5,,12,19,2,1,2,,10,,2,1,,5,,64,8,1,1,2,,
2010-03-04,913,205,855,335,19,46,18,30,16,50,,213,1,22,28,,712,87,1,,277,,,,3,,,1,,515,56,,1879,418,,,,,,9,219,12,,,,57,,1240,1553,190,,10,,,30,230,259,,2,,16,,9,5,,12,20,2,1,2,,10,,2,1,,5,,67,8,1,1,2,,
2010-03-11,942,211,882,343,22,48,18,31,21,51,,218,1,24,29,,730,90,1,,293,,,,3,,,1,,528,59,,1947,430,,,,,,9,227,12,,,,57,,1264,1588,197,,10,,,30,236,262,,2,,16,,10,5,,12,21,2,1,2,,10,,2,1,,5,,73,8,1,1,2,,
2010-03-18,964,217,916,350,23,50,19,31,21,52,,223,1,25,30,,744,92,1,,300,,,,3,,,1,,542,60,,1996,442,,,,,,9,236,12,,,,58,,1288,1622,201,,11,,,30,249,271,,2,,18,,10,5,,12,21,2,1,2,,10,,2,1,,5,,76,8,1,1,2,,
2010-03-25,981,218,943,366,24,53,19,32,23,55,,226,1,25,30,,756,96,1,,316,,,,3,,,1,,562,65,,2049,460,,,,,,9,242,13,,,,58,,1325,1656,205,,11,,,30,253,277,,2,,19,,10,5,,12,22,2,1,2,,10,,2,1,,5,,78,9,1,1,2,,
2010-04-01,1005,224,967,371,25,60,19,32,24,56,,228,1,25,30,,770,100,1,,324,,,,3,,,1,,578,65,,2097,477,,,,,,9,252,14,,,,59,,1351,1687,213,,11,,,31,253,283,,2,,21,,10,5,,12,23,2,1,2,,10,,2,1,,5,,79,10,1,1,2,,
2010-04-08,1025,225,996,384,26,64,20,32,25,56,,237,1,27,32,1,785,104,1,,327,,,,3,,,1,,586,65,,2138,490,,,,,,9,260,14,,,,61,,1378,1714,217,,11,,,31,259,287,,2,,21,,10,5,,12,24,2,1,2,,10,,2,1,,5,,81,10,1,1,2,,
2010-04-15,1047,233,1024,390,27,64,21,33,26,56,,242,1,28,33,1,798,107,1,,338,,,,3,,,1,,598,68,,2185,507,,,,,,9,263,14,,,,62,,1406,1751,221,,11,,,31,269,296,,2,,22,,10,5,,12,24,2,1,2,,10,,2,1,,5,,82,11,1,1,2,,
2010-04-22,1058,239,1044,392,28,64,22,34,27,57,,242,1,28,33,2,810,112,1,,346,,,,3,,,1,,608,70,,2233,520,,,,,,9,271,14,,,,63,,1433,1783,226,,11,,,32,274,305,,2,,23,,10,5,1,12,25,2,1,2,,10,,2,1,,5,,82,11,1,1,2,,
2010-04-29,1083,243,1069,398,29,65,22,36,27,59,,246,1,29,33,2,829,114,1,,357,,,,3,,,1,,627,72,,2283,540,,,,,,9,279,15,,,,64,,1466,1817,229,,11,,,32,284,311,,2,,23,,11,5,4,13,25,2,1,2,,10,1,3,1,,5,,85,11,1,1,2,,1
2010-05-06,1109,253,1116,406,29,66,24,38,28,61,,251,1,29,35,2,843,114,1,,366,,,,3,,,1,,642,74,,2336,562,,,,,,9,292,15,,,,66,,1499,1859,234,,11,,,33,288,318,,2,,23,,12,5,4,14,27,3,1,2,,11,1,3,1,,6,,89,13,1,1,2,,1
2010-05-13,1142,257,1144,411,29,69,25,40,29,63,,252,1,29,36,2,849,117,1,,375,,,,3,,,1,,657,76,,2386,575,,,,,,9,301,16,,,,66,,1524,1883,238,,11,,,33,296,323,,2,,23,,12,5,4,14,27,3,1,2,,11,1,4,1,,6,,89,13,1,1,2,,1
